sequence_manhattan_length,target_sequence_count
0.0,553
0.8518518518518519,75
0.8888888888888888,40
0.9259259259259259,85
0.9629629629629629,59
1.0,80
1.037037037037037,29
1.0740740740740742,27
1.1111111111111112,19
1.1481481481481481,25
1.1851851851851851,4
1.2222222222222223,2
1.2592592592592593,1
1.2962962962962963,1
