151,47,66,85,85,66,85,84,65,84,85,104,85,104,105,106,107,107,108,107,88,107,108,89,89,90,90,109,110,91,110,110,109,90,91,92,93,112,93,74,75,75,94,75,94,94,113,112,111,92,91,90,90,91,110,110,111,112,112,93,94,94,94,94,94,113,94,113,113,112,111,111,92,92,111,111,130,131,130,130,111,111,112,93,92,73,54,73,72,91,92,92,91,110,91,110,109,128,129,148,148,129,148,148,129,129,129,148,149,148,148,147,146,127,126,127,128,147,128,128,127,126,125,106,87,68,68,68,49,49,48,67,67,68,49,68,49,48,47,46,47,66,67,48,67,86,67,68,49,48,67,68
151,47,28,27,27,46,65,84,84,84,85,104,85,86,85,104,105,106,87,68,69,88,89,108,107,126,125,106,87,87,88,88,69,69,50,69,88,87,86,87,88,89,108,127,146,147,146,146,127,128,147,166,165,166,185,166,165,184,165,146,147,128,127,126,107,107,126,145,126,125,144,145,126,145,164,165,165,184,183,164,145,146,145,164,145,126,145,144,144,143,142,141,122,123,124,105,86,85,84,83,102,103,102,121,140,159,158,177,177,196,195,195,194,195,194,213,213,194,194,193,192,192,211,210,210,229,229,230,229,248,247,247,266,266,266,247,247,247,247,248,229,228,209,209,209,190,191,191,190,209,209,209
151,47,48,29,28,47,66,85,104,105,106,87,68,67,66,67,66,47,48,67,68,68,87,86,86,67,86,86,85,104,104,103,102,121,120,101,102,83,83,83,102,83,83,82,101,120,139,138,138,157,158,139,138,157,158,157,176,176,177,196,215,234,235,254,255,274,274,275,274,275,294,275,276,277,276,275,294,295,296,296,315,316,317,298,299,280,279,280,280,299,298,279,278,278,259,240,240,239,220,219,220,239,220,220,201,201,201,202,202,202,203,202,201,200,181,182,163,164,163,144,143,142,161,161,180,181,182,183,202,202,203,203,222,241,242,261,280,261,280,261,280,280,280,281,262,261,260,241,242,223,204,223
151,47,66,85,104,103,84,103,103,103,122,103,122,123,104,103,104,104,105,124,124,143,162,162,143,142,123,142,141,141,141,122,122,123,142,123,123,104,123,142,161,162,161,162,162,143,142,123,124,123,104,103,104,85,86,87,106,125,126,126,127,127,108,107,107,88,69,88,107,126,127,127,108,108,109,90,89,89,89,90,91,90,89,70,89,90,91,110,111,130,130,129,129,128,127,146,165,165,184,183,164,165,166,167,166,167,168,168,167,186,185,186,186,205,206,225,244,245,226,226,207,207,207,206,205,224,243,224,224,223,224,223,224,205,205,224,243,262,243,242,223,204,205,224,243,224,225,225,226,227,208,208
151,47,66,85,84,85,104,103,102,103,122,141,160,141,160,159,140,139,120,119,138,137,156,156,175,156,157,176,157,158,158,177,178,159,160,179,179,178,177,196,195,196,215,215,196,215,196,177,196,197,216,216,216,216,235,234,235,236,235,254,255,236,217,217,218,219,238,219,200,200,219,219,238,237,236,217,198,217,236,237,238,238,239,240,239,240,221,221,202,221,202,221,222,241,240,239,238,239,240,259,240,259,240,221,202,201,220,220,201,220,201,220,239,258,277,258,258,277,277,277,296,295,294,294,313,313,312,293,294,275,274,274,255,274,255,236,235,216,217,198,179,160,161,162,143,142,161,161,161,160,141,122
151,47,66,85,86,87,106,125,126,107,88,88,89,70,89,90,89,88,69,88,87,87,86,105,124,143,124,125,126,145,164,145,144,143,143,143,142,161,161,160,141,122,103,102,103,84,85,86,87,106,125,126,127,127,128,127,127,127,108,109,90,109,109,128,128,129,148,167,166,166,165,184,185,184,183,202,221,220,239,258,258,257,257,276,276,276,276,295,314,315,334,315,296,295,294,295,295,295,294,313,332,313,312,313,294,313,294,295,314,295,276,276,257,276,295,276,275,275,275,276,275,256,275,256,237,256,255,256,255,254,255,274,275,256,256,256,256,255,255,236,237,256,257,258,259,278,297,316,316,317,317,316
151,47,66,85,86,87,88,107,126,126,125,144,145,145,145,145,144,163,182,163,144,163,182,163,164,163,162,181,162,181,200,199,200,201,202,203,202,202,183,183,183,202,201,201,201,182,182,163,144,144,145,126,145,164,163,163,144,144,163,182,163,164,163,162,163,164,165,166,147,128,109,108,127,146,145,164,165,164,163,144,163,162,143,144,163,182,163,164,183,182,163,164,165,164,164,183,183,164,164,164,163,182,163,144,125,106,125,126,126,145,164,163,163,163,162,143,142,141,140,139,158,139,139,138,157,158,177,196,195,195,194,193,174,174,155,156,157,157,157,176,175,194,193,194,195,196,177,196,215,234,233,233
151,47,66,85,86,87,88,107,126,127,146,145,164,183,202,203,222,241,240,221,221,221,221,221,221,222,221,202,221,222,223,223,242,241,240,221,240,241,260,261,261,262,262,281,280,279,279,278,279,279,280,279,279,260,241,222,223,204,203,202,221,240,241,240,239,258,257,238,239,258,259,240,221,202,202,221,220,220,239,240,259,278,297,298,279,260,279,278,297,298,279,298,317,317,318,318,318,318,299,280,261,261,242,242,242,242,241,241,240,259,259,259,278,279,298,299,280,281,281,280,279,280,261,261,261,262,261,280,280,261,261,261,280,279,278,297,296,296,315,314,313,312,331,350,351,352,333,314,314,315,315,314
150,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,221,220,219,238,239,238,257,276,275,274,255,236,235,234,215,234,233,252,233,214,233,233,252,251,250,251,251,270,289,288,269,250,231,230,211,192,193,212,231,212,212,193,212,193,174,155,154,153,172,191,191,191,172,171,171,152,153,154,155,156,156,156,156,156,137,156,157,156,175,174,193,192,192,193,194,175,175,175,174,155,174,173,172,171,190,209,210,191,191,172,191,210,191,210,209,190,171,152,171,152,133,152,171,172,171,172,172,172,173,172,172,173,192,192,193,193,192,193,194,193,194,195,196,177,158,139,120,101,82,63,44,45,46,47
49,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,240,240,240,240,240,259,240,239,239,258,257,256,275,275,274,255,236,235,234,215,196,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
39,47,66,85,86,87,88,107,126,127,146,145,164,183,202,221,240,239,258,257,256,275,274,255,236,235,234,215,196,177,158,139,120,101,82,63,44,45,46,47
